Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಈ ವಾಹನವು ಹೆಲಿಕ್ಯಾಪ್ಟರ್ ನಂತೆ ಎತ್ತರಕ್ಕೆ ಹಾರಬಲ್ಲದು,ಈ ವಾಹನವು ಎತ್ತರಕ್ಕೆ ಹಾರಬಲ್ಲದು,ಈ ವಾಹನವು ಎತ್ತರಕ್ಕೆ ಹಾರಲ್ಲ,1,"{
  ""explanation"": ""The comparison is being made in terms of the vehicle's ability to soar to heights like a helicopter, not just its capability to jump higher. Therefore, the closest meaning is option 0."",
  ""answer"": 0
}",0,,0
ಈ ವ್ಯಕ್ತಿಯು ಮುದುಕನಂತೆ ತುಂಟನಾಗಿದ್ದಾನೆ,ಈ ವ್ಯಕ್ತಿಯು ತುಂಟನಾಗಿದ್ದಾನೆ,ಈ ವ್ಯಕ್ತಿಯು ತುಂಟನಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares the person to an elderly individual, indicating that they are behaving in a mischievous or playful manner, similar to how a child might behave."",
  ""Answer"": 0
}",0,,0
ಇವರ ಚರ್ಮವು ವಯಸ್ಸಾದವರ ಚರ್ಮದಂತೆ ಮೃದುವಾಗಿದೆ,ಇವರ ಚರ್ಮವು ಮೃದುವಾಗಿದೆ,ಇವರ ಚರ್ಮವು ಮೃದುವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the softness of their skin to the softness of older people's skin. Option 0) is the closest meaning as it states that their skin is soft."",
  ""answer"": 0
}",0,,0
ಈ ಕಾರ್ಯಕ್ರಮವು ಪಾರ್ಟಿಯಂತೆ ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the program to a party, suggesting that it is dreadful or horrible in nature."",
  ""answer"": 0
}",0,,0
ಈ ಕಟ್ಟಡವು ಅರಮನೆಯಂತೆ ಆಲಂಕಾರಿಕವಾಗಿದೆ,ಈ ಕಟ್ಟಡವು ಆಲಂಕಾರಿಕವಾಗಿದೆ,ಈ ಕಟ್ಟಡವು ಆಲಂಕಾರಿಕವಾಗಿಲ್ಲ,0,"{
	""Startphrase"": ""ಈ ಕಟ್ಟಡವು ಅರಮನೆಯಂತೆ ಆಲಂಕಾರಿಕವಾಗಿದೆ"",
	""Options"": {
		""0"": ""ಈ ಕಟ್ಟಡವು ಆಲಂಕಾರಿಕವಾಗಿದೆ"",
		""1"": ""ಈ ಕಟ್ಟಡವು ಆ",1,NG,0
ಈ ಕಟ್ಟಡವು ಸರ್ಕಾರಿ ಕಚೇರಿಯಂತೆ ಆಲಂಕಾರಿಕವಾಗಿದೆ,ಈ ಕಟ್ಟಡವು ಆಲಂಕಾರಿಕವಾಗಿದೆ,ಈ ಕಟ್ಟಡವು ಆಲಂಕಾರಿಕವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the building to a government office, emphasizing the ornate decoration aspect rather than the functionality aspect."",
  ""answer"": 0
}",0,,0
ಈ ಆಟವು ಲೀಗ್ ನಷ್ಟು ದೊಡ್ಡದು,ಈ ಆಟವು ದೊಡ್ಡದು,ಈ ಆಟವು ದೊಡ್ಡದಲ್ಲ,0,"{
  ""answer"": 1
} 

Explanation: The metaphor is comparing the game to a high-stakes loss. Option 1) ""ಈ ಆಟವು ದೊಡ್ಡದಲ್ಲ"" which translates to ""This game is not a big one"" is the closest in meaning as it emphasizes that the game is not as big as the loss in the league.",1,,0
ಈ ಕಾಯಿಲೆಯು ಕೆಮ್ಮಿನಷ್ಟು ತುರ್ತಾಗಿದೆ,ಈ ಕಾಯಿಲೆಯು ತುರ್ತಾಗಿಲ್ಲ,ಈ ಕಾಯಿಲೆಯು ತುರ್ತಾಗಿದೆ,0,"{
  ""answer"": 1
} 

Explanation: The metaphor indicates that the illness is spreading quickly, similar to how something fast, like fire, would spread. Therefore, the option ""ಈ ಕಾಯಿಲೆಯು ತುರ್ತಾಗಿದೆ"" (This illness is spreading quickly) is the closest meaning to the metaphor.",1,,0
ಈ ನೃತ್ಯವು ಡಿಸ್ಕೋ ದಷ್ಟು ಪ್ರಾಚೀನವಾಗಿದೆ,ಈ ನೃತ್ಯವು ಪ್ರಾಚೀನವಾಗಿದೆ,ಈ ನೃತ್ಯವು ಪ್ರಾಚೀನವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the dance to being as old as disco, indicating that the dance is very old."",
  ""answer"": 0
}",0,,0
ಈ ಭೇಟಿಯು ಸಾಮಾನ್ಯ ಚೆಕಪ್ ನಷ್ಟುನಿರ್ಣಾಯಕವಾಗಿದೆ,ಈ ಭೇಟಿಯು ನಿರ್ಣಾಯಕವಾಗಿಲ್ಲ,ಈ ಭೇಟಿಯು ನಿರ್ಣಾಯಕವಾಗಿದೆ,0,"{
  ""explanation"": ""The metaphor implies that the visit is significant and meaningful, similar to a standard checkup being crucial for health assessment."",
  ""answer"": 1
}",1,,0
ಈ ಆಹಾರವು ಚೈನೀಸ್ ಫುಡ್ ನಷ್ಟು ಸಾವಯವಾಗಿದೆ,ಈ ಆಹಾರವು ಸಾವಯವಾಗಿದೆ,ಈ ಆಹಾರವು ಸಾವಯವಾಗಿಲ್ಲ,1,"{
	""answer"": 0
}

In this metaphor, the food being described as Chinese fusion implies that it has been transformed or combined with different elements, similar to how fusion cuisine incorporates various culinary styles. Therefore, the closest meaning to the metaphor is option 0) ""This food has been transformed.""",0,,0
ಈ ಆಹಾರವು ಮಾತ್ರೆಯಷ್ಟು ರಾಸಾಯನಿಕವಾಗಿದೆ,ಈ ಆಹಾರವು ರಾಸಾಯನಿಕವಾಗಿದೆ,ಈ ಆಹಾರವು ರಾಸಾಯನಿಕವಾಗಿಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: The phrase ""ಈ ಆಹಾರವು ಮಾತ್ರೆಯಷ್ಟು ರಾಸಾಯನಿಕವಾಗಿದೆ"" could mean that the food is only slightly chemically processed, rather than being completely chemical-free. Therefore, the closest meaning is option 1) ಈ ಆಹಾರವು ರಾಸಾಯನಿಕವಾಗಿಲ್",1,,0
ಈ ಆಹಾರವು ಆಯುರ್ವೇದದಷ್ಟು ರಾಸಾಯನಿಕವಾಗಿದೆ,ಈ ಆಹಾರವು ರಾಸಾಯನಿಕವಾಗಿದೆ,ಈ ಆಹಾರವು ರಾಸಾಯನಿಕವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the food to Ayurveda, emphasizing its chemical composition or health benefits. Option 0 is the closest meaning as it states that the food is as chemical as Ayurveda."",
  ""answer"": 0
}",0,,0
ಈ ಅಕ್ಷರಗಳು ಪ್ರಬಂಧದಂತೆ ಮೂಲಭೂತವಾಗಿದೆ,ಈ ಅಕ್ಷರಗಳು ಮೂಲಭೂತವಾಗಿದೆ,ಈ ಅಕ್ಷರಗಳು ಮೂಲಭೂತವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The phrase 'ಈ ಅಕ್ಷರಗಳು ಪ್ರಬಂಧದಂತೆ' is a metaphor comparing the characters to an essay, indicating that they are fundamental or foundational."",
  ""answer"": 0
}",0,,0
ಈ ನೆಲವು ಮರುಭೂಮಿಯಂತೆ ಒಣಗಿದೆ,ಈ ನೆಲವು ಒಣಗಿದೆ,ಈ ನೆಲವು ಒಣಗಿಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""ಈ ನೆಲವು ಮರುಭೂಮಿಯಂತೆ ಒಣಗಿದೆ"" compares the ground to a barren land which implies that the ground is infertile and not productive. Option 1) ""ಈ ನೆಲವು ಒಣಗಿಲ್ಲ"" means the ground is not barren, which is the opposite of the intended meaning. Therefore, the closest meaning to the metaphor is Option 0) ""ಈ ನೆ",1,,0
ಆತನು  ಬೆಕ್ಕಿನಂತೆ ನಿಷ್ಟಾವಂತ,ಆತನು ನಿಷ್ಟಾವಂತ,ಆತನು ನಿಷ್ಟಾವಂತನಲ್ಲ,1,"{
""question"": ""ಆತನು ಬೆಕ್ಕಿನಂತೆ ನಿಷ್ಟಾವಂತ"",
""options"": {
""0"": ""ಆತನು ನಿಷ್ಟಾವಂತ"",
""1"": ""ಆತನು ನಿಷ್ಟಾವಂತನಲ್ಲ""
},
""explanation"": ""ಬೆಕ್ಕು ಅತ್",0,NG,0
ಅದು ಗೋಲ್ ಗುಂಬಜ್ ನಂತೆ ದೊಡ್ಡದಾಗಿದೆ,ಅದು ತಾಜ್ ಮಹಲ್ ನಂತೆ ಪ್ರಸಿದ್ಧ,ಅದು ತಾಜ್ ಮಹಲ್ ನಂತೆ ಪ್ರಸಿದ್ಧವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The comparison is between the size of something and the Gol Gumbaz, indicating that it is large in size. Taj Mahal is famous, but the comparison is about size, not fame."",
  ""answer"": 0
}",0,,0
ಈ ಕ್ರಿಮಿ ವೈರಸ್ ನಂತೆ ಸೂಕ್ಷ್ಮದರ್ಶಕವಾಗಿದೆ,ಈ ಕ್ರಿಮಿ ಸೂಕ್ಷ್ಮದರ್ಶಕವಾಗಿದೆ,ಈ ಕ್ರಿಮಿ ಸೂಕ್ಷ್ಮದರ್ಶಕವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing something to a microscopic virus, implying that it is very small and hard to detect."",
  ""answer"": 0
}",0,,0
ಈ ಲೋಹವು ಬೆಳ್ಳಿಯಂತೆ ಬೆಲೆ ಬಾಳುತ್ತದೆ,ಈ ಲೋಹವು ಹೆಚ್ಚು ಬೆಲೆ ಬಾಳುತ್ತದೆ,ಈ ಲೋಹವು ಕಡಿಮೆ ಬೆಲೆ ಬಾಳುತ್ತದೆ,1,"{
  ""explanation"": ""The metaphor is comparing the value of the iron to that of silver, implying that the iron is valuable like silver."",
  ""answer"": 0
}",0,,0
ಆತನು  ದರೋಡೆಕೋರನಂತೆ ಅಪಾಯಕಾರಿಯಾಗಿದ್ದಾನೆ,ಆತನು ಅಪಾಯಕಾರಿಯಾಗಿದ್ದಾನೆ,ಆತನು ಅಪಾಯಕಾರಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the person to a robber, indicating that they are dangerous and harmful."",
  ""answer"": 0
}",0,,0
ಆತ ಡಾಕ್ಟರ್ನಂತೆ ಹಾಸ್ಯಾಸ್ಪದನಾಗಿದ್ದಾನೆ,ಆತ ಹಾಸ್ಯಾಸ್ಪದನಾಗಿದ್ದಾನೆ,ಆತ ಹಾಸ್ಯಾಸ್ಪದನಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing someone to a doctor with the specific characteristic of being humorous. The closest option is that he is humorous, not that he is not humorous."",
  ""answer"": 0
}",0,,0
ನಾಟಕ ಶಿಳ್ಳೆ ಹಾಕುವಂತಿತ್ತು,ನಾಟಕ ಚೆನ್ನಾಗಿತ್ತು,ನಾಟಕ ಚೆನ್ನಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor 'ನಾಟಕ ಶಿಳ್ಳೆ ಹಾಕುವಂತಿತ್ತು' means setting up a drama which implies creating a spectacle or drama. So, the closest meaning is that the drama was set up well, option 0."",
  ""answer"": 0
}",0,,0
ಸೀರೆ ಉಡುವುದು ಪಾಶ್ಚಿಮಾತ್ಯ ಸಂಸ್ಕೃತಿ,ಸೀರೆ ಉಡುವುದು ಭಾರತದ ಸಂಸ್ಕೃತಿ,ಸೀರೆ ಉಡುವುದು ಭಾರತದ ಸಂಸ್ಕೃತಿಯಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing wearing a saree to the Western culture, indicating that it is not a part of Indian culture."",
  ""answer"": 0
}",0,,0
ಹಿಮಾಲಯದಲ್ಲಿ ಬೆವರು ಸುರಿಯುವಷ್ಟು ಚಳಿ ಇರುತ್ತದೆ,ಹಿಮಾಲಯದಲ್ಲಿ ಚಳಿ ಇರುತ್ತದೆ,ಹಿಮಾಲಯದಲ್ಲಿ ಚಳಿ ಇರುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the intensity of cold to the action of blowing a horn. Option 0 is the correct meaning as it directly relates to the metaphor of cold in the Himalayas."",
  ""answer"": 0
}",0,,0
ರಾಜ್ಯ ಗೋವಾದಂತೆ ವಿಸ್ತೀರ್ಣದಲ್ಲಿ ಚಿಕ್ಕದು,ರಾಜ್ಯ ವಿಸ್ತೀರ್ಣದಲ್ಲಿ ಚಿಕ್ಕದು,ರಾಜ್ಯ ವಿಸ್ತೀರ್ಣದಲ್ಲಿ ಚಿಕ್ಕದಲ್ಲ,1,"{
  ""Explanation"": ""Comparing something to the size of the state of Goa implies that it is small in size"",
  ""Answer"": 0
}",0,,0
ರಾಜ್ಯ ಕೇರಳದಂತೆ ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆ ಹೊಂದಿದೆ,ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆ ಹೊಂದಿದೆ,ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆ ಹೊಂದಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is comparing the population of a state to the population of Kerala, which is known to have a high population density. Therefore, the closest meaning is 'ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆ ಹೊಂದಿದೆ'."",
  ""Answer"": 0
}",0,,0
ಆ ದೇಶ ಪಾಕಿಸ್ತಾನದಂತೆ ಟೂರಿಸಂಗೆ ಹೆಸರುವಾಸಿ,ಆ ದೇಶ ಟೂರಿಸಂಗೆ ಹೆಸರುವಾಸಿ,ಆ ದೇಶ ಟೂರಿಸಂಗೆ ಹೆಸರುವಾಸಿಯಲ್ಲ,1,"{
  ""explanation"": ""This metaphor is comparing a country to Pakistan, known for its tourist attractions. The meaning closest to the metaphor is that the country is famous for tourism"", 
  ""answer"": 0
}",0,,0
ಅವನು ಸಾಮಾನ್ಯ ಜನರಂತೆ ಯಾವಾಗಲೂ ಅಲರ್ಟ್ ಇರುತ್ತಾನೆ,ಅವನು ಯಾವಾಗಲೂ ಅಲರ್ಟ್ ಇರುತ್ತಾರೆ,ಅವನು ಯಾವಾಗಲೂ ಅಲರ್ಟ್ ಇರುವುದಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares the person to being always alert like ordinary people, so the meaning closest to the metaphor is that he is always alert."",
  ""Answer"": 0
}",0,,0
ಕೆಲಸದ ವಿಷಯದಲ್ಲಿ ಅವನು ನಿರ್ಲಕ್ಷ್ಯದ ಹುಡುಗ,ಅವನು ಶಿಸ್ತಿನ ಸಿಪಾಯಿ,ಅವನು ಶಿಸ್ತಿನ ಸಿಪಾಯಿಯಲ್ಲ,1,"{
  ""answer"": 0
}  

Explanation: The metaphor ""ನಿರ್ಲಕ್ಷ್ಯದ ಹುಡುಗ"" compares someone to a careless boy in terms of work. The closest meaning would be that he is careless and not attentive like a boy, rather than being disciplined and obedient like a soldier. Hence, option 0) ಅವನು ಶಿಸ್ತಿನ ಸಿಪಾಯಿ (he is disciplined soldier) does not fit the metaphor.",0,,0
ಆ ರಸ್ತೆ ಸಾಮಾನ್ಯ ರಸ್ತೆಯಂತೆ ಹೆಚ್ಚು ವಾಹನಗಳಿಂದ ತುಂಬಿರುತ್ತದೆ,ಆ ರಸ್ತೆ ಹೆಚ್ಚು ವಾಹನಗಳಿಂದ ತುಂಬಿರುತ್ತದೆ,ಆ ರಸ್ತೆ ಕಡಿಮೆ ವಾಹನಗಳಿಂದ ಕೂಡಿರುತ್ತದೆ,1,"{
  ""explanation"": ""The metaphor is comparing the road to being filled with more vehicles like a normal road, so the option that reflects this meaning is closer to the metaphor."",
  ""answer"": 0
}",0,,0
ಆ ಹಣ್ಣು ಕಿತ್ತಳೆಯಂತೆ ಬಹಳ ಅಪರೂಪ,ಆ ಹಣ್ಣು ಬಹಳ ಅಪರೂಪ,ಆ ಹಣ್ಣು ಬಹಳ ಅಪರೂಪವಲ್ಲ,1,"{
  ""explanation"": ""The comparison is between the rarity of finding a specific fruit and another rare occurrence, indicating that the fruit is very rare."",
  ""answer"": 0
}",0,,0
ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ಅನ್ಯೋನ್ಯವಾಗಿದ್ದರು,ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿದ್ದರು,ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿಲ್ಲ,0,"{
  ""Explanation"": ""The metaphor is comparing the relationship between the two individuals to that of siblings. Option 1 is the correct meaning as it states that they were not like enemies, which aligns with the sibling comparison."",
  ""Answer"": 1
}",1,,0
ಅವರಿಬ್ಬರೂ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿದ್ದರು,ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿದ್ದರು,ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing them to enemies, so the closest meaning would be option 0, where they are like enemies, not like siblings."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರಾಣಿಯು ಕಾಂಗರೂವಿನಂತೆ ಏಷ್ಯಾದಲ್ಲಿ ಮಾತ್ರ ಕಾಣಸಿಗುತ್ತದೆ,ಆ ಪ್ರಾಣಿಯು ಕಾಣ ಸಿಗುತ್ತದೆ,ಆ ಪ್ರಾಣಿಯು ಕಾಣ ಸಿಗಲ್ಲ,1,"{
  ""Explanation"": ""This metaphor is comparing the visibility of the animal to a kangaroo, implying that the animal is only visible in Asia."",
  ""Answer"": 0
}",0,,0
ಅವಳ ಭಾಷಾ ಹಿಡಿತ ಹೊಸಬರಷ್ಟು ಇದೆ,ಅವಳ ಭಾಷಾ ಹಿಡಿತ ಚೆನ್ನಾಗಿದೆ,ಅವಳ ಭಾಷಾ ಹಿಡಿತ ಚೆನ್ನಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the grip or command of her language to something new. So, the closest meaning would be that her grip on the language is tight or good."",
  ""answer"": 0
}",0,,0
ಅವಳ ಕೈಬರಹ ಡಾಕ್ಟರ್ ಚೀಟಿಯಂತೆ ಅಚ್ಚುಕಟ್ಟಾಗಿದೆ,ಅವಳ ಕೈಬರಹ ಅಚ್ಚುಕಟ್ಟಾಗಿದೆ,ಅವಳ ಕೈಬರಹ ಅಚ್ಚುಕಟ್ಟಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares her handbag to a doctor's prescription, implying it is well-organized or precise."",
  ""answer"": 0
}",0,,0
ಅವನು ದುರ್ಯೋಧನನಂತೆ ಆಸೆಗಳನ್ನು ತ್ಯಜಿಸಿದ್ದನು,ಅವನು ಆಸೆಗಳನ್ನು ತ್ಯಜಿಸಿದ್ದನು,ಅವನು ಆಸೆಗಳನ್ನು ತ್ಯಜಿಸಿಲ್ಲ,1,"{
  ""explanation"": ""The comparison here is between the person and Duryodhana, who is known for his endless desires and greed. Hence, the meaning closer to the metaphor is that the person gave up his desires, like Duryodhana should have done."",
  ""answer"": 0
}",0,,0
ಅವನ ಮಾತಿನಲ್ಲಿ ಅನಾನುಭವಿಗಳಂತೆ ಹಿಡಿತವಿತ್ತು,ಅವನ ಮಾತಿನಲ್ಲಿ ಹಿಡಿತವಿತ್ತು,ಅವನ ಮಾತಿನಲ್ಲಿ ಹಿಡಿತವಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the way he had control in his speech to how inexperienced people have control."",
  ""answer"": 0
}",0,,0
ಆ ಜನರು ಭಯೋತ್ಪಾದಕರಂತೆ ದೇಶಭಕ್ತಿ ಹೊಂದಿದ್ದಾರೆ,ಆ ಜನರು ದೇಶಭಕ್ತಿ ಹೊಂದಿದ್ದಾರೆ,ಆ ಜನರು ದೇಶಭಕ್ತಿ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the people to 'fear-inducing elements', suggesting that they possess intense patriotism. Option 0 reflects this meaning."",
  ""answer"": 0
}",0,,0
ಆ ಘಟನೆ ಮದುವೆಯಂತೆ ಭಯಭೀತವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಭೀತವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಭೀತವಾಗಿರಲಿಲ್ಲ,1,"{
  ""Explanation"": ""The event was as scary as a wedding, implying that it was intimidating or nerve-wracking."",
  ""Answer"": 0
}",0,,0
ಅದರ ಸದ್ದು ಮಿಂಚಿನಂತೆ ಜೋರಾಗಿತ್ತು,ಅದರ ಸದ್ದು ಜೋರಾಗಿತ್ತು,ಅದರ ಸದ್ದು ಜೋರಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the loudness of the sound to that of a thunder. So, the meaning is that the sound was very loud."",
  ""answer"": 0
}",0,,0
ಆತನ ಅರಿವು ದ್ವಾರಪಾಲಕನಷ್ಟು ಇದೆ,ಆತನ ಅರಿವು ಕಡಿಮೆ,ಆತನ ಅರಿವು ಹೆಚ್ಚು,0,"{
  ""question"": ""ಆತನ ಅರಿವು ದ್ವಾರಪಾಲಕನಷ್ಟು ಇದೆ"",
  ""options"": {
    ""0"": ""ಆತನ ಅರಿವು ಕಡಿಮೆ"",
    ""1"": ""ಆತನ ಅರಿವು ಹೆಚ್ಚು""
  },
  ""answer"": 1
} 

Explanation: The metaphor compares someone's understanding to that of",1,NG,0
