ending1,ending2,startphrase,labels,instruction_column
Kasatiaan dina jaman ayeuna langka,"Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian.",Kasatiaan dina jaman ayeuna sapertos milarian maung sumatera,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kasatiaan dina jaman ayeuna sapertos milarian maung sumatera, Options: 0) Kasatiaan dina jaman ayeuna langka 1) Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian."
Kasatiaan dina jaman ayeuna langka,"Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian.",Kasatiaan dina jaman ayeuna sapertos ningali hayam broiler di pasar.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kasatiaan dina jaman ayeuna sapertos ningali hayam broiler di pasar., Options: 0) Kasatiaan dina jaman ayeuna langka 1) Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian."
Jualan online shop teh kauntunganna seueur,Jualan online shop teh kauntunganna sakedik.,Jualan online mah meunang kauntunganna téh siga ngagali emas di Pongkor,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jualan online mah meunang kauntunganna téh siga ngagali emas di Pongkor, Options: 0) Jualan online shop teh kauntunganna seueur 1) Jualan online shop teh kauntunganna sakedik."
Jualan online shop teh kauntunganna seueur,Jualan online shop teh kauntunganna sakedik.,Jualan online mah meunang kauntunganna téh siga ngala céré ti selokan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jualan online mah meunang kauntunganna téh siga ngala céré ti selokan., Options: 0) Jualan online shop teh kauntunganna seueur 1) Jualan online shop teh kauntunganna sakedik."
Hirup sareng pamajikan mah kaampeuh,Hirup sareng pamajikan mah bébas.,Ceuk batur gé hirup sareng pamajikan mah ibarat keur dijajah Walanda,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ceuk batur gé hirup sareng pamajikan mah ibarat keur dijajah Walanda, Options: 0) Hirup sareng pamajikan mah kaampeuh 1) Hirup sareng pamajikan mah bébas."
Hirup sareng pamajikan mah kaampeuh,Hirup sareng pamajikan mah bébas.,Ceuk batur gé hirup sareng pamajikan mah ibarat budak leutik ulin kaditu-kadieu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ceuk batur gé hirup sareng pamajikan mah ibarat budak leutik ulin kaditu-kadieu., Options: 0) Hirup sareng pamajikan mah kaampeuh 1) Hirup sareng pamajikan mah bébas."
Omongan lalaki téh alus,"Omongan lalaki téh pait,goréng.",Omongan lalaki téh ibarat sarang madu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongan lalaki téh ibarat sarang madu, Options: 0) Omongan lalaki téh alus 1) Omongan lalaki téh pait,goréng."
Omongan lalaki téh alus,"Omongan lalaki téh pait,goréng.",Omongan lalaki téh ibarat empedu sasatoan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongan lalaki téh ibarat empedu sasatoan., Options: 0) Omongan lalaki téh alus 1) Omongan lalaki téh pait,goréng."
Barudak jaman ayeuna mah bajuna merecet,Barudak jaman ayeuna mah bajuna logor.,Barudak jaman ayeuna mah bajuna siga leupeut daun kalapa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Barudak jaman ayeuna mah bajuna siga leupeut daun kalapa, Options: 0) Barudak jaman ayeuna mah bajuna merecet 1) Barudak jaman ayeuna mah bajuna logor."
Barudak jaman ayeuna mah bajuna merecet,Barudak jaman ayeuna mah bajuna logor.,Barudak jaman ayeuna mah bajuna siga calana nu euweuh talian.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Barudak jaman ayeuna mah bajuna siga calana nu euweuh talian., Options: 0) Barudak jaman ayeuna mah bajuna merecet 1) Barudak jaman ayeuna mah bajuna logor."
Kamajuan téhnologi di Indonési gancang,"Kamajuan téhnologi di Indonési lalaunan,telat.",Kamajuan téhnologi di Indonésia kawas kareta Shinkansen,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kamajuan téhnologi di Indonésia kawas kareta Shinkansen, Options: 0) Kamajuan téhnologi di Indonési gancang 1) Kamajuan téhnologi di Indonési lalaunan,telat."
Kamajuan téhnologi di Indonési gancang,"Kamajuan téhnologi di Indonési lalaunan,telat.",Kamajuan téhnologi di Indonésia kawas kéong keur lumpat.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kamajuan téhnologi di Indonésia kawas kéong keur lumpat., Options: 0) Kamajuan téhnologi di Indonési gancang 1) Kamajuan téhnologi di Indonési lalaunan,telat."
Ayeuna jumlah motor di jalan teh seeur,Ayeuna jumlah motor di jalan teh saeutik.,Ayeuna jumlah motor di jalan téh siga sireum anu ngedeukeutan gula,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ayeuna jumlah motor di jalan téh siga sireum anu ngedeukeutan gula, Options: 0) Ayeuna jumlah motor di jalan teh seeur 1) Ayeuna jumlah motor di jalan teh saeutik."
Ayeuna jumlah motor di jalan teh seeur,Ayeuna jumlah motor di jalan teh saeutik.,Ayeuna jumlah motor di jalan téh siga eusi dompét dina ahir bulan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ayeuna jumlah motor di jalan téh siga eusi dompét dina ahir bulan., Options: 0) Ayeuna jumlah motor di jalan teh seeur 1) Ayeuna jumlah motor di jalan teh saeutik."
Rasa nasionalisme rumaja tinggi,Rasa nasionalisme rumaja rendah.,Rumaja jaman kiwari mah rasa nasionalismena siga Palung Mariana di Samudra Pasifik,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rumaja jaman kiwari mah rasa nasionalismena siga Palung Mariana di Samudra Pasifik, Options: 0) Rasa nasionalisme rumaja tinggi 1) Rasa nasionalisme rumaja rendah."
Rasa nasionalisme rumaja tinggi,Rasa nasionalisme rumaja rendah.,Rumaja jaman kiwari mah rasa nasionalismena siga jerona balong keur lauk.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rumaja jaman kiwari mah rasa nasionalismena siga jerona balong keur lauk., Options: 0) Rasa nasionalisme rumaja tinggi 1) Rasa nasionalisme rumaja rendah."
Nagihan utang teh susah,Nagihan utang teh mudah.,Nagihan ijeuman téh ibarat kaluar tina labirin,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nagihan ijeuman téh ibarat kaluar tina labirin, Options: 0) Nagihan utang teh susah 1) Nagihan utang teh mudah."
Nagihan utang teh susah,Nagihan utang teh mudah.,Nagihan ijeuman téh ibarat masak cai dugi ka ngagolak.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nagihan ijeuman téh ibarat masak cai dugi ka ngagolak., Options: 0) Nagihan utang teh susah 1) Nagihan utang teh mudah."
Nabung lamun rutin mah bisa ngajadikeun beunghar,Nabung lamun rutin mah bisa ngajadikeun malarat.,Nabung lamun rutin bisa nyieun dompét anjeun sapertos atlit sumo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nabung lamun rutin bisa nyieun dompét anjeun sapertos atlit sumo, Options: 0) Nabung lamun rutin mah bisa ngajadikeun beunghar 1) Nabung lamun rutin mah bisa ngajadikeun malarat."
Nabung lamun rutin mah bisa ngajadikeun beunghar,Nabung lamun rutin mah bisa ngajadikeun malarat.,Nabung lamun rutin bisa nyieun dompét anjeun sapertos Dobby di Harry Potter.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nabung lamun rutin bisa nyieun dompét anjeun sapertos Dobby di Harry Potter., Options: 0) Nabung lamun rutin mah bisa ngajadikeun beunghar 1) Nabung lamun rutin mah bisa ngajadikeun malarat."
