ending1,ending2,startphrase,labels,instruction_column
Lampu ndek omahe padhang,Lampu ndek omahe peteng,Lampu ndek omahe kaya dalanan kuburan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lampu ndek omahe kaya dalanan kuburan, Options: 0) Lampu ndek omahe padhang 1) Lampu ndek omahe peteng"
Soale ujian gampang,Soale ujian angel,Soale ujian dikerjakne ibarat ditingal merem entuk satus,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Soale ujian dikerjakne ibarat ditingal merem entuk satus, Options: 0) Soale ujian gampang 1) Soale ujian angel"
Soale ujian gampang,Soale ujian angel,Soale ujian dikerjakne ibarat nglebokne benang wengi-wengi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Soale ujian dikerjakne ibarat nglebokne benang wengi-wengi, Options: 0) Soale ujian gampang 1) Soale ujian angel"
Irunge bangir,Irunge pesek,Irunge iso dicenteli panci,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Irunge iso dicenteli panci, Options: 0) Irunge bangir 1) Irunge pesek"
Irunge bangir,Irunge pesek,Irunge dicantoli koco moto mlorot terus,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Irunge dicantoli koco moto mlorot terus, Options: 0) Irunge bangir 1) Irunge pesek"
Usahane mandheg,Usahane mlaku,Usahane kaya numpak motor kene lampu abang ndek prapatan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Usahane kaya numpak motor kene lampu abang ndek prapatan, Options: 0) Usahane mandheg 1) Usahane mlaku"
Usahane mandheg,Usahane mlaku,Usahane kaya numpak motor kene lampu ijo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Usahane kaya numpak motor kene lampu ijo, Options: 0) Usahane mandheg 1) Usahane mlaku"
Warna kulite ireng,Warna kulite putih,Warna kulite kaya woh juwet,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Warna kulite kaya woh juwet, Options: 0) Warna kulite ireng 1) Warna kulite putih"
Warna kulite ireng,Warna kulite putih,Warna kulite kaya susu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Warna kulite kaya susu, Options: 0) Warna kulite ireng 1) Warna kulite putih"
Awake lemu,Awake kuru,Awake gedhine sakdrum,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake gedhine sakdrum, Options: 0) Awake lemu 1) Awake kuru"
Awake lemu,Awake kuru,Awake gedhine sak cagak omah,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake gedhine sak cagak omah, Options: 0) Awake lemu 1) Awake kuru"
Bocah kuwi saen,Bocah kuwi isinan,Bocah kuwi nek enek wong anyar kaya wani maju kenalan dewe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bocah kuwi nek enek wong anyar kaya wani maju kenalan dewe, Options: 0) Bocah kuwi saen 1) Bocah kuwi isinan"
Bocah kuwi saen,Bocah kuwi isinan,Bocah kuwi nek enek wong anyar kaya ndelik ra wani metu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bocah kuwi nek enek wong anyar kaya ndelik ra wani metu, Options: 0) Bocah kuwi saen 1) Bocah kuwi isinan"
Awake kuat,Awake ringkeh,Awake kaya gathot koco,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake kaya gathot koco, Options: 0) Awake kuat 1) Awake ringkeh"
Awake kuat,Awake ringkeh,Awake kaya wong loro,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake kaya wong loro, Options: 0) Awake kuat 1) Awake ringkeh"
Hawane saiki sumuk,Hawane saiki isis,Hawane saiki kaya gae jaket rangkep limo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hawane saiki kaya gae jaket rangkep limo, Options: 0) Hawane saiki sumuk 1) Hawane saiki isis"
Hawane saiki sumuk,Hawane saiki isis,Hawane saiki kaya dikipasi wong sepuluh,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hawane saiki kaya dikipasi wong sepuluh, Options: 0) Hawane saiki sumuk 1) Hawane saiki isis"
Warna rambute putih,Warna rambute ireng,Warnane rambute kaya kembang jambu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Warnane rambute kaya kembang jambu, Options: 0) Warna rambute putih 1) Warna rambute ireng"
Warna rambute putih,Warna rambute ireng,Warnane rambute kaya areng,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Warnane rambute kaya areng, Options: 0) Warna rambute putih 1) Warna rambute ireng"
Bapake sibuk banget,Bapake ora sibuk,Bapake kaya pejabat penting,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapake kaya pejabat penting, Options: 0) Bapake sibuk banget 1) Bapake ora sibuk"
Bapake sibuk banget,Bapake ora sibuk,Bapake kaya wong ra nduwe penggawean,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapake kaya wong ra nduwe penggawean, Options: 0) Bapake sibuk banget 1) Bapake ora sibuk"
Kerjane kuat,Kerjane lemah,Kerjane kaya mesin seng gak pernah mati,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kerjane kaya mesin seng gak pernah mati, Options: 0) Kerjane kuat 1) Kerjane lemah"
Kerjane kuat,Kerjane lemah,Kerjane kaya jam kentekkan baterai,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kerjane kaya jam kentekkan baterai, Options: 0) Kerjane kuat 1) Kerjane lemah"
Awake dewe sering bareng,Awake dewe tukaran,Awake dewe kaya payung lan udan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake dewe kaya payung lan udan, Options: 0) Awake dewe sering bareng 1) Awake dewe tukaran"
Awake dewe sering bareng,Awake dewe tukaran,Awake dewe kaya kucing karo asu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake dewe kaya kucing karo asu., Options: 0) Awake dewe sering bareng 1) Awake dewe tukaran"
Guyonane lucu,Guyonane garing,Guyunanne kaya badut lagek atraksi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Guyunanne kaya badut lagek atraksi, Options: 0) Guyonane lucu 1) Guyonane garing"
Guyonane lucu,Guyonane garing,Guyunanne kaya ghodhong wes kuning,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Guyunanne kaya ghodhong wes kuning, Options: 0) Guyonane lucu 1) Guyonane garing"
