startphrase,ending1,ending2,labels,instruction_column
Mama Otis alipenda busu la mumewe kama Mungu apendavyo dhambi,Mama Otis alipenda busu la mumewe,Mama Otis hakupenda busu la mumewe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mama Otis alipenda busu la mumewe kama Mungu apendavyo dhambi, Options: 0) Mama Otis alipenda busu la mumewe 1) Mama Otis hakupenda busu la mumewe"
Sandra alituandalia chakula kitamu kama asali,Sandra alituandalia chakula kitamu sana,Sandra hakutuandalia chakula kitamu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sandra alituandalia chakula kitamu kama asali, Options: 0) Sandra alituandalia chakula kitamu sana 1) Sandra hakutuandalia chakula kitamu"
Sandra alituandalia chakula kitamu kama ndimu,Sandra alituandalia chakula kitamu sana,Sandra hakutuandalia chakula kitamu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sandra alituandalia chakula kitamu kama ndimu, Options: 0) Sandra alituandalia chakula kitamu sana 1) Sandra hakutuandalia chakula kitamu"
Beatrice alimtumainin mumewe kama tasa anayetafuta mtoto,Beatrice alikuwa na matumaini kwa mumewe,Beatrice hakumtumaini mumewe kamwe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Beatrice alimtumainin mumewe kama tasa anayetafuta mtoto, Options: 0) Beatrice alikuwa na matumaini kwa mumewe 1) Beatrice hakumtumaini mumewe kamwe"
Beatrice alimtumainini mumewe kama mja aliyehukumiwa kifo,Beatrice alikuwa na matumaini kwa mumewe,Beatrice hakumtumaini mumewe kamwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Beatrice alimtumainini mumewe kama mja aliyehukumiwa kifo, Options: 0) Beatrice alikuwa na matumaini kwa mumewe 1) Beatrice hakumtumaini mumewe kamwe"
Wafula alikuwa shupavu kama mwanajeshi akitembea gizani,Wafula alitembea gizani kwa ushupavu bila kuogopa,Wafula alitembea gizani akiwa na woga,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wafula alikuwa shupavu kama mwanajeshi akitembea gizani, Options: 0) Wafula alitembea gizani kwa ushupavu bila kuogopa 1) Wafula alitembea gizani akiwa na woga"
Wafula alitembea gizani akuwa shupavu kama kondoo anayeingizwa kichinjioni,Wafula alitembea gizani kwa ushupavu bila kuogopa,Wafula alitembea gizani akiwa na woga,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wafula alitembea gizani akuwa shupavu kama kondoo anayeingizwa kichinjioni, Options: 0) Wafula alitembea gizani kwa ushupavu bila kuogopa 1) Wafula alitembea gizani akiwa na woga"
Maria aliingia kwangu akinukia manukato kama binti ya malkia,Maria aliingia kwangu akinukia manukato,Maria aliingia kwangu akinuka vibaya,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maria aliingia kwangu akinukia manukato kama binti ya malkia, Options: 0) Maria aliingia kwangu akinukia manukato 1) Maria aliingia kwangu akinuka vibaya"
Maria aliingia kwangu akinuka kama kondoo aliyenyeshewa,Maria aliingia kwangu akinukia manukato,Maria aliingia kwangu akinuka vibaya,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maria aliingia kwangu akinuka kama kondoo aliyenyeshewa, Options: 0) Maria aliingia kwangu akinukia manukato 1) Maria aliingia kwangu akinuka vibaya"
Dennis alikuwa na haraka kama risasi,Dennis alikuwa na haraka kuelekea nyumbani,Dennis hakuwa na haraka kamwe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dennis alikuwa na haraka kama risasi, Options: 0) Dennis alikuwa na haraka kuelekea nyumbani 1) Dennis hakuwa na haraka kamwe"
Dennis alikuwa na haraka kama ndumakuwili,Dennis alikuwa na haraka kuelekea nyumbani,Dennis hakuwa na haraka kamwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dennis alikuwa na haraka kama ndumakuwili, Options: 0) Dennis alikuwa na haraka kuelekea nyumbani 1) Dennis hakuwa na haraka kamwe"
Polisi hukushuku ukiwa na wasiwasi kama mwizi,Polisi hukushuku ukiwa na wasiwasi,Polisi hawawezi kukushuku ukiwa mtulivu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Polisi hukushuku ukiwa na wasiwasi kama mwizi, Options: 0) Polisi hukushuku ukiwa na wasiwasi 1) Polisi hawawezi kukushuku ukiwa mtulivu"
Polisi hawawezi kukushuku ukiwa mtulivu kama bahari,Polisi hukushuku ukiwa na wasiwasi,Polisi hawawezi kukushuku ukiwa mtulivu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Polisi hawawezi kukushuku ukiwa mtulivu kama bahari, Options: 0) Polisi hukushuku ukiwa na wasiwasi 1) Polisi hawawezi kukushuku ukiwa mtulivu"
Garissa kumejaa upepo kama ufuo wa bahari,Garissa kumekauka lakini kuna upepo kama ufuo wa bahari,Garissa kumekauka na hakuna upepo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Garissa kumejaa upepo kama ufuo wa bahari, Options: 0) Garissa kumekauka lakini kuna upepo kama ufuo wa bahari 1) Garissa kumekauka na hakuna upepo"
Garissa kumejaa upepo kama ndani ya kisima,Garissa kumekauka lakini kuna upepo kama ufuo wa bahari,Garissa kumekauka na hakuna upepo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Garissa kumejaa upepo kama ndani ya kisima, Options: 0) Garissa kumekauka lakini kuna upepo kama ufuo wa bahari 1) Garissa kumekauka na hakuna upepo"
Wananchi walijaa kama mchanga kumskiza rais,Wananchi walijitokeza kwa wingi kumskiza rais,Wananchi hawakujitokeza kumskiza rais,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wananchi walijaa kama mchanga kumskiza rais, Options: 0) Wananchi walijitokeza kwa wingi kumskiza rais 1) Wananchi hawakujitokeza kumskiza rais"
Wananchi walijitokeza kwa wingi kama mayai ya Ng'ombe kumskiza rais,Wananchi walijitokeza kwa wingi kumskiza rais,Wananchi hawakujitokeza kumskiza rais,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wananchi walijitokeza kwa wingi kama mayai ya Ng'ombe kumskiza rais, Options: 0) Wananchi walijitokeza kwa wingi kumskiza rais 1) Wananchi hawakujitokeza kumskiza rais"
Wabunge ni fisadi kama polisi,Wabunge wanajulikana kuwa wafisadi sana,Wabunge wengi si wafisadi siku hizi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wabunge ni fisadi kama polisi, Options: 0) Wabunge wanajulikana kuwa wafisadi sana 1) Wabunge wengi si wafisadi siku hizi"
Wabunge ni fisadi kama kasisi,Wabunge wanajulikana kuwa wafisadi sana,Wabunge wengi si wafisadi siku hizi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wabunge ni fisadi kama kasisi, Options: 0) Wabunge wanajulikana kuwa wafisadi sana 1) Wabunge wengi si wafisadi siku hizi"
Lesly ni kigeugeu kama Kinyonga,Hakuna anayemwamini Lesly ni mwongo wa ahadi,"Lesly ni mwaminifu, ahadi zake atatimiza",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lesly ni kigeugeu kama Kinyonga, Options: 0) Hakuna anayemwamini Lesly ni mwongo wa ahadi 1) Lesly ni mwaminifu, ahadi zake atatimiza"
Lesly ni kigeugeu kama mwanasiasa,Hakuna anayemwamini Lesly ni mwongo wa ahadi,"Lesly ni mwaminifu, ahadi zake atatimiza",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lesly ni kigeugeu kama mwanasiasa, Options: 0) Hakuna anayemwamini Lesly ni mwongo wa ahadi 1) Lesly ni mwaminifu, ahadi zake atatimiza"
Beatrice alikaidi masharti kama mbuzi anayechezewa kinanda,Beatrice alikataa kufuata Masharti ya mwalimu,Beatrice alifuata masharti yote ya mwalimu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Beatrice alikaidi masharti kama mbuzi anayechezewa kinanda, Options: 0) Beatrice alikataa kufuata Masharti ya mwalimu 1) Beatrice alifuata masharti yote ya mwalimu"
Beatrice alikaidi masharti kama mlinzi wa malkia,Beatrice alikataa kufuata Masharti ya mwalimu,Beatrice alifuata masharti yote ya mwalimu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Beatrice alikaidi masharti kama mlinzi wa malkia, Options: 0) Beatrice alikataa kufuata Masharti ya mwalimu 1) Beatrice alifuata masharti yote ya mwalimu"
